"Enable Particle Effects","Enable Particle Effects"
"Enable Slicey for Slides","Enable Slicey for Slides"
"Enable Swipe Function on touch devices","Enable Swipe Function on touch devices"
"Enable Tabs","Enable Tabs"
"Enable Thumbnails","Enable Thumbnails"
"Enable Top Edges","Enable Top Edges"
"Enable Weather","Enable Weather"
"Enable a CSS border for the arrow icons container<br><br>","Enable a CSS border for the arrow icons container<br><br>"
"Enable a CSS box-shadow for the arrow icons container.<br><br>","Enable a CSS box-shadow for the arrow icons container.<br><br>"
"Enable a CSS box-shadow for the divider line<br><br>","Enable a CSS box-shadow for the divider line<br><br>"
"Enable option to automatically create a Blank Page if a Single Slider is installed.","Enable option to automatically create a Blank Page if a Single Slider is installed."
"Enable option to automatically create a Blank Page if a Slider Pack is installed.","Enable option to automatically create a Blank Page if a Slider Pack is installed."
"Enable to make arrows always visible. Disable to hide arrows after the defined time.","Enable to make arrows always visible. Disable to hide arrows after the defined time."
"Enable to make bullets always visible. Disable to hide bullets after the defined time.","Enable to make bullets always visible. Disable to hide bullets after the defined time."
"Enable to make tabs always visible. Disable to hide tabs after the defined time.","Enable to make tabs always visible. Disable to hide tabs after the defined time."
"Enable to make thumbnails always visible. Disable to hide thumbnails after the defined time.","Enable to make thumbnails always visible. Disable to hide thumbnails after the defined time."
"Enable"" FilmStrip for one of your <a href=""https://cdntphome-themepunchgbr.netdna-ssl.com/wp-content/uploads/2016/10/slide-settings.jpg"" target=""_blank"">Slides</a>","Enable"" FilmStrip for one of your <a href=""https://cdntphome-themepunchgbr.netdna-ssl.com/wp-content/uploads/2016/10/slide-settings.jpg"" target=""_blank"">Slides</a>"
"Enable"" FilmStrip for the <a href=""https://cdntphome-themepunchgbr.netdna-ssl.com/wp-content/uploads/2016/12/particles-5.jpg"" target=""_blank"">Slider Settings</a>","Enable"" FilmStrip for the <a href=""https://cdntphome-themepunchgbr.netdna-ssl.com/wp-content/uploads/2016/12/particles-5.jpg"" target=""_blank"">Slider Settings</a>"
"Enable"" Polyfold from the <a href=""https://cdntphome-themepunchgbr.netdna-ssl.com/wp-content/uploads/2016/12/particles-5.jpg"" target=""_blank"">Slider Settings</a>","Enable"" Polyfold from the <a href=""https://cdntphome-themepunchgbr.netdna-ssl.com/wp-content/uploads/2016/12/particles-5.jpg"" target=""_blank"">Slider Settings</a>"
"Enable"" Slicey for the <a href=""https://cdntphome-themepunchgbr.netdna-ssl.com/wp-content/uploads/2016/12/particles-5.jpg"" target=""_blank"">Slider Settings</a>","Enable"" Slicey for the <a href=""https://cdntphome-themepunchgbr.netdna-ssl.com/wp-content/uploads/2016/12/particles-5.jpg"" target=""_blank"">Slider Settings</a>"
"Enable"" the Effect","Enable"" the Effect"
"Enable"" the Particles","Enable"" the Particles"
"Enable"" the Revealer","Enable"" the Revealer"
"Enable"" the Snow","Enable"" the Snow"
"Enable"" the Typewriter","Enable"" the Typewriter"
"Enable/Disable Background Filmstrip","Enable/Disable Background Filmstrip"
"Enable/Disable Bottom Edges for the Polyfold<br>Add-On.<br><br>","Enable/Disable Bottom Edges for the Polyfold<br>Add-On.<br><br>"
"Enable/Disable Click Actions<br><br>IMPORTANT:<br>Click Actions will not work if regular Slide Links are enabled.<br><br>","Enable/Disable Click Actions<br><br>IMPORTANT:<br>Click Actions will not work if regular Slide Links are enabled.<br><br>"
"Enable/Disable Holiday Snow for this Slider","Enable/Disable Holiday Snow for this Slider"
"Enable/Disable Initial Overlay<br><br>","Enable/Disable Initial Overlay<br><br>"
"Enable/Disable Mouse Hovers<br><br>","Enable/Disable Mouse Hovers<br><br>"
"Enable/Disable Particle Effects for this Slider<br><br>","Enable/Disable Particle Effects for this Slider<br><br>"
"Enable/Disable Particle Movement<br><br>","Enable/Disable Particle Movement<br><br>"
"Enable/Disable Reveal Preloaders for this Slider<br><br>","Enable/Disable Reveal Preloaders for this Slider<br><br>"
"Enable/Disable Top Edges for the Polyfold<br>Add-On.<br><br>","Enable/Disable Top Edges for the Polyfold<br>Add-On.<br><br>"
"Enable/Disable Typewriter Effect for the selected Layer","Enable/Disable Typewriter Effect for the selected Layer"
"Enable/Disable Typewriter for this Slider","Enable/Disable Typewriter for this Slider"
"Enable/Disable Weather Info for this Slider<br><br>","Enable/Disable Weather Info for this Slider<br><br>"
"Enable/Disable Whiteboard for Slider Revolution","Enable/Disable Whiteboard for Slider Revolution"
"Enable/Disable Word Delays: add delays between words to further simulate real-time typing","Enable/Disable Word Delays: add delays between words to further simulate real-time typing"
"Enable/Disable on Mobile","Enable/Disable on Mobile"
"Enable/Disable the Before/After Add-On for the Slider.<br><br>","Enable/Disable the Before/After Add-On for the Slider.<br><br>"
"Enable/Disable the Duotone Filters Add-On for the Slider.<br><br>","Enable/Disable the Duotone Filters Add-On for the Slider.<br><br>"
"Enable/Disable the FilmStrip Add-On<br><br>","Enable/Disable the FilmStrip Add-On<br><br>"
"Enable/Disable the Panorama Add-On for the Slider.<br><br>","Enable/Disable the Panorama Add-On for the Slider.<br><br>"
"Enable/Disable the Slicey Add-On for the Slider.<br><br>","Enable/Disable the Slicey Add-On for the Slider.<br><br>"
Enable/Disable:,Enable/Disable:
"Enabling 3D Shadow","Enabling 3D Shadow"
"Enabling this, will build a ddd_Rotating World of your Slides.","Enabling this, will build a ddd_Rotating World of your Slides."
"Enabling this, will give you new options in the slides to create a unique parallax effect","Enabling this, will give you new options in the slides to create a unique parallax effect"
End,End
"End At:","End At:"
"End Fit: (in %):","End Fit: (in %):"
"End Offset X:","End Offset X:"
"End Offset Y:","End Offset Y:"
"End Particles on Slide Number X<br><br>","End Particles on Slide Number X<br><br>"
"End Position:","End Position:"
"End Rotate:","End Rotate:"
"End Snowing on Slide Number X","End Snowing on Slide Number X"
"End X Offset","End X Offset"
"End Y Offset","End Y Offset"
"End at:","End at:"
"End on Slide","End on Slide"
"Endable / Disable Blur Effect on Scroll","Endable / Disable Blur Effect on Scroll"
"Endable / Disable Fade Effect on Scroll:","Endable / Disable Fade Effect on Scroll:"
"Enter Custom Layout. e.g.:1/2 + 1/2","Enter Custom Layout. e.g.:1/2 + 1/2"
"Enter a correct class name","Enter a correct class name"
"Enter your Slider Alias here","Enter your Slider Alias here"
"Enter your Slider Name here","Enter your Slider Name here"
"Entry not found","Entry not found"
"Error downloading object","Error downloading object"
"Error with File Permissions","Error with File Permissions"
"Error with contacting the ThemePunch Server","Error with contacting the ThemePunch Server"
Event,Event
Events,Events
"Example: #header or .header, .footer, #somecontainer | Height of Slider will be decreased with the height of these Containers to fit perfect in the screen.","Example: #header or .header, .footer, #somecontainer | Height of Slider will be decreased with the height of these Containers to fit perfect in the screen."
"Exceeded filesize limit.","Exceeded filesize limit."
Excerpt,Excerpt
"Exclusive new slider exports for our direct customers","Exclusive new slider exports for our direct customers"
"Exit FullScreen","Exit FullScreen"
Export,Export
"Export Slider","Export Slider"
"Export to HTML","Export to HTML"
"Export with Dummy Images","Export with Dummy Images"
"Extension Updates","Extension Updates"
"External Image URL","External Image URL"
"External Scroll","External Scroll"
"External URL","External URL"
Facebook,Facebook
"Facebook Page","Facebook Page"
"Facebook Stream","Facebook Stream"
"Fade All Elements","Fade All Elements"
"Fade Effect","Fade Effect"
"Fade is varying based on the distance to the focused element.","Fade is varying based on the distance to the focused element."
"Fahrenheit or Celsius (°F or °C)","Fahrenheit or Celsius (°F or °C)"
"Failed to load Stream","Failed to load Stream"
"Failed to update Add-On.","Failed to update Add-On."
Fair,Fair
Fair/Windy,Fair/Windy
Fallbacks,Fallbacks
Fast,Fast
Favorite,Favorite
"Favorite Count","Favorite Count"
"Fetch Products By:","Fetch Products By:"
"Few Showers","Few Showers"
"Few Showers/Wind","Few Showers/Wind"
"Few Snow Showers","Few Snow Showers"
"Fill out weather defaults","Fill out weather defaults"
"Fill the defaults for the weather options. You can set single weather options on each slide.","Fill the defaults for the weather options. You can set single weather options on each slide."
"Filter By:","Filter By:"
Filters,Filters
"Find information about the YouTube API key <a target=""_blank"" href=""https://developers.google.com/youtube/v3/getting-started#before-you-start"">here</a>","Find information about the YouTube API key <a target=""_blank"" href=""https://developers.google.com/youtube/v3/getting-started#before-you-start"">here</a>"
"Finnished with slide change","Finnished with slide change"
"First Transition Active","First Transition Active"
"First slide transition duration.","First slide transition duration."
"First slide transition type","First slide transition type"
Flex,Flex
Flickr,Flickr
"Flickr API Key","Flickr API Key"
"Flickr Gallery Url","Flickr Gallery Url"
"Flickr Group Url","Flickr Group Url"
"Flickr Stream","Flickr Stream"
"Flickr User Url","Flickr User Url"
Fog,Fog
"Fog Early/Clouds Late","Fog Early/Clouds Late"
"Fog Late","Fog Late"
Fog/Windy,Fog/Windy
Foggy,Foggy
"Follow FAQ for Troubleshooting","Follow FAQ for Troubleshooting"
Font,Font
"Font Color","Font Color"
"Font Color End","Font Color End"
"Font Color Start","Font Color Start"
"Font Decoration","Font Decoration"
"Font Family","Font Family"
"Font Loading URL:","Font Loading URL:"
"Font Size","Font Size"
"Font Size (px)","Font Size (px)"
"Font Weight","Font Weight"
"Fonts Loaded:","Fonts Loaded:"
"For Example: 00:17","For Example: 00:17"
"For Example: 02:17","For Example: 02:17"
"For every (x) words, delay by (x) milliseconds","For every (x) words, delay by (x) milliseconds"
"For the","For the"
"Force Animation","Force Animation"
"Force Cover:","Force Cover:"
"Force Full Width:","Force Full Width:"
"Force Hide Navigation Arrows under width","Force Hide Navigation Arrows under width"
"Force Hide Navigation Bullets over width","Force Hide Navigation Bullets over width"
"Force Hide Navigation Bullets under width","Force Hide Navigation Bullets under width"
"Force Hide Navigation Thumbnails under width","Force Hide Navigation Thumbnails under width"
"Force Hide Navigation over width","Force Hide Navigation over width"
"Force Hide Navigation tabs under width","Force Hide Navigation tabs under width"
"Force Inherit Styles","Force Inherit Styles"
"Force Lazy Loading","Force Lazy Loading"
"Frame Start","Frame Start"
Free,Free
"Free Premium Sliders","Free Premium Sliders"
"Free Templates","Free Templates"
"Freezing Drizzle","Freezing Drizzle"
"Freezing Drizzle/Windy","Freezing Drizzle/Windy"
"Freezing Rain","Freezing Rain"
"Fresh versions to download for you","Fresh versions to download for you"
From,From
"From Filename","From Filename"
"From Media Library","From Media Library"
"From Slider Settings","From Slider Settings"
"From Stream","From Stream"
"From the","From the"
Front,Front
"Full Height","Full Height"
"Full Screen:","Full Screen:"
"Full Width","Full Width"
"Full examples for instant usage","Full examples for instant usage"
Full-Height,Full-Height
Full-Screen,Full-Screen
Full-Width,Full-Width
"FullScreen Align Force","FullScreen Align Force"
"Fullscreen  Actions","Fullscreen  Actions"
Function,Function
"Function Not Available in Demo Mode","Function Not Available in Demo Mode"
"Function Only Available for Adminstrators","Function Only Available for Adminstrators"
"Further Layers exist in the Container. Please choose from following options:","Further Layers exist in the Container. Please choose from following options:"
"Further License Informations","Further License Informations"
"GET A PURCHASE CODE","GET A PURCHASE CODE"
Gallery,Gallery
General,General
"General Settings","General Settings"
"General background color for slider. Clear value to get transparent slider container.","General background color for slider. Clear value to get transparent slider container."
"General background image position.  i.e. center center to always center vertical and horizontal the image in the slider background.","General background image position.  i.e. center center to always center vertical and horizontal the image in the slider background."
"General background image repeat attitude. Used for tiled images.","General background image repeat attitude. Used for tiled images."
"General background image size. Cover - always fill the container, cuts overlays. Contain- always fits image into slider.","General background image size. Cover - always fill the container, cuts overlays. Contain- always fits image into slider."
"General settings updated","General settings updated"
"Get External","Get External"
"Get Free Premium Sliders","Get Free Premium Sliders"
"Get the amount of existing slides in the slider.","Get the amount of existing slides in the slider."
"Get the current focused slide index.","Get the current focused slide index."
"Get the previously played slide.","Get the previously played slide."
"Given animation name is a default animation. These can not be changed.","Given animation name is a default animation. These can not be changed."
"Global Blur","Global Blur"
"Global Blur End","Global Blur End"
"Global Blur Start","Global Blur Start"
"Global Settings","Global Settings"
"Global Settings:","Global Settings:"
"Global Style Editor (Depricated)","Global Style Editor (Depricated)"
"Global Styles Editor","Global Styles Editor"
"Go FullScreen","Go FullScreen"
"Go To Next Layer","Go To Next Layer"
"Go To Slide","Go To Slide"
"Go To Slide with ID","Go To Slide with ID"
"Go for further customization using the advanced settings on the right of this configuration page.","Go for further customization using the advanced settings on the right of this configuration page."
"Google Fonts","Google Fonts"
"Google Fonts Loaded","Google Fonts Loaded"
"Google Fonts Performance","Google Fonts Performance"
Grayscale,Grayscale
"Grayscale Effect","Grayscale Effect"
"Grid Based","Grid Based"
Group,Group
"Groups\' Photos","Groups\' Photos"
"HTML Tag","HTML Tag"
"HTML Tag for Layer","HTML Tag for Layer"
HTML5,HTML5
"HTML5 Autoplay on Mobiles","HTML5 Autoplay on Mobiles"
"HTML5 Video","HTML5 Video"
"HTML5 autoplay on mobile devices","HTML5 autoplay on mobile devices"
"Handle already existing","Handle already existing"
"Handle already exists, overwrite settings for this preset?","Handle already exists, overwrite settings for this preset?"
"Handle has to be at least three character long","Handle has to be at least three character long"
Handle:,Handle:
Haze,Haze
"Heavy Drizzle","Heavy Drizzle"
"Heavy Rain","Heavy Rain"
"Heavy Rain Shower","Heavy Rain Shower"
"Heavy Rain/Wind","Heavy Rain/Wind"
"Heavy Rain/Windy","Heavy Rain/Windy"
"Heavy Snow","Heavy Snow"
"Heavy Snow Shower","Heavy Snow Shower"
"Heavy Snow/Wind","Heavy Snow/Wind"
"Heavy Thunderstorm","Heavy Thunderstorm"
"Heavy Thunderstorm/Windy","Heavy Thunderstorm/Windy"
Height,Height
"Height Segments","Height Segments"
Height:,Height:
"Height: ","Height: "
Help,Help
"Help Lines","Help Lines"
"Helper Grid:","Helper Grid:"
"Here are the most common cache issues explained.","Here are the most common cache issues explained."
Hero,Hero
"Hero Scene","Hero Scene"
"Hi, your Purchase Code for Slider Revolution has been deregistered as it was not a valid Slider Revolution Purchase Code","Hi, your Purchase Code for Slider Revolution has been deregistered as it was not a valid Slider Revolution Purchase Code"
"Hi, your Purchase Code for Slider Revolution has been deregistered manually through <a href=""https://www.themepunch.com/purchase-code-deactivation"" target=""_blank"">https://www.themepunch.com/purchase-code-deactivation</a> and is no longer active for this installation.","Hi, your Purchase Code for Slider Revolution has been deregistered manually through <a href=""https://www.themepunch.com/purchase-code-deactivation"" target=""_blank"">https://www.themepunch.com/purchase-code-deactivation</a> and is no longer active for this installation."
Hidden,Hidden
"Hide  After","Hide  After"
"Hide  After on Mobile","Hide  After on Mobile"
"Hide 'Under' Width","Hide 'Under' Width"
"Hide After","Hide After"
"Hide After on Mobile","Hide After on Mobile"
"Hide Controls:","Hide Controls:"
"Hide Details","Hide Details"
"Hide Element Under Width:","Hide Element Under Width:"
"Hide Hand","Hide Hand"
"Hide Layer","Hide Layer"
"Hide Over","Hide Over"
"Hide Slide After Loop:","Hide Slide After Loop:"
"Hide Slide On Mobile:","Hide Slide On Mobile:"
"Hide Slide Options","Hide Slide Options"
"Hide Under","Hide Under"
"Hide Video and Hide Poster","Hide Video and Hide Poster"
"Hide Video and Show Poster","Hide Video and Show Poster"
"Hide all layers under the defined slider width. Value 0 will disable the function.","Hide all layers under the defined slider width. Value 0 will disable the function."
"Hide over Width","Hide over Width"
"Hide the Blinking Cursor when typing has completed for the Layer","Hide the Blinking Cursor when typing has completed for the Layer"
"Hide the selected layers (set layers hide under in slide editor) under the defined slider width. Value 0 will disable the function.","Hide the selected layers (set layers hide under in slide editor) under the defined slider width. Value 0 will disable the function."
"Hide the slider under the defined slider width. Value 0 will disable the function.","Hide the slider under the defined slider width. Value 0 will disable the function."
"Hide under Width","Hide under Width"
High,High
"Higher the number, the faster the speed","Higher the number, the faster the speed"
Horizontal,Horizontal
"Horizontal Align","Horizontal Align"
"Horizontal Align of the Carousel.","Horizontal Align of the Carousel."
"Horizontal Aligns","Horizontal Aligns"
"Horizontal Arrows","Horizontal Arrows"
"Horizontal Offset","Horizontal Offset"
"Horizontal Offset from Aligned Position (px)","Horizontal Offset from Aligned Position (px)"
"Horizontal Offsets (+/-):","Horizontal Offsets (+/-):"
"Horizontal Origin","Horizontal Origin"
"Horizontal position of bullets ","Horizontal position of bullets "
"Horizontal position of tabs.","Horizontal position of tabs."
"Horizontal position of the left arrow.","Horizontal position of the left arrow."
"Horizontal position of the right arrow.","Horizontal position of the right arrow."
"Horizontal position of thumbnails","Horizontal position of thumbnails"
Hover,Hover
"Hover Animation Easing","Hover Animation Easing"
"Hover Animation Speed (in ms)","Hover Animation Speed (in ms)"
"Hover Mode","Hover Mode"
"Hover State","Hover State"
"Hover Z-Index (Enter z-index level or enter auto for default value)","Hover Z-Index (Enter z-index level or enter auto for default value)"
"Hover your mouse over the icons to view the option's description","Hover your mouse over the icons to view the option's description"
"How To use the Weather Addon","How To use the Weather Addon"
"How long the edge should span across the slider (0-100%).<br><br>","How long the edge should span across the slider (0-100%).<br><br>"
"How to Unlock Premium Features?","How to Unlock Premium Features?"
"How to load/preload the images. <br><br><strong>All</strong> - Load all image element in a sequence at the initialisation. This will boost up the loading of your page, and will preload all images to have a smooth and breakless run already in the first loop.  <br><br><strong>Smart</strong> - It will load the page as quick as possible, and load only the current and neighbour slide elements. If slide is called which not loaded yet, will be loaded on demand with minimal delays.   <br><br><strong>Single</strong> - It will load only the the start slide. Any other slides will be loaded on demand.","How to load/preload the images. <br><br><strong>All</strong> - Load all image element in a sequence at the initialisation. This will boost up the loading of your page, and will preload all images to have a smooth and breakless run already in the first loop.  <br><br><strong>Smart</strong> - It will load the page as quick as possible, and load only the current and neighbour slide elements. If slide is called which not loaded yet, will be loaded on demand with minimal delays.   <br><br><strong>Single</strong> - It will load only the the start slide. Any other slides will be loaded on demand."
"How to use Backups","How to use Backups"
"How to use the FilmStrip Add-On","How to use the FilmStrip Add-On"
"How to use the Particles Add-On","How to use the Particles Add-On"
"How to use the Polyfold Add-On","How to use the Polyfold Add-On"
"How to use the Revealer Add-On","How to use the Revealer Add-On"
"How to use the Slicey Add-On","How to use the Slicey Add-On"
"How to use the Snow Add-On","How to use the Snow Add-On"
"How to use the Typewriter","How to use the Typewriter"
ICON,ICON
ID,ID
"ID missing, something went wrong. Please try again!","ID missing, something went wrong. Please try again!"
ID:,ID:
"Ice Crystals","Ice Crystals"
"Ice Late","Ice Late"
"Icon Color","Icon Color"
"Icon Shadow","Icon Shadow"
"Icon Size","Icon Size"
"Icon Spacing","Icon Spacing"
Idle,Idle
"Idle State","Idle State"
"If active, it will overwrite the first slide transition. Use it to get special transition for the first slide.","If active, it will overwrite the first slide transition. Use it to get special transition for the first slide."
"If arrows should move away or toward each other","If arrows should move away or toward each other"
"If browser size goes below this value, then Navigation Arrows are hidden.","If browser size goes below this value, then Navigation Arrows are hidden."
"If browser size goes below this value, then Navigation bullets are hidden.","If browser size goes below this value, then Navigation bullets are hidden."
"If browser size goes below this value, then Navigation tabs are hidden.","If browser size goes below this value, then Navigation tabs are hidden."
"If browser size goes below this value, then Navigation thumbs are hidden.","If browser size goes below this value, then Navigation thumbs are hidden."
"If browser size goes over this value, then Navigation Arrows are hidden.","If browser size goes over this value, then Navigation Arrows are hidden."
"If only one Slide is in the Slider, you can choose wether the Slide should loop or if it should stop. If only one Slide exist, slide will be duplicated !","If only one Slide is in the Slider, you can choose wether the Slide should loop or if it should stop. If only one Slide exist, slide will be duplicated !"
"If option enabled, Layers are cropped by the Grid Layer Dimensions to avoid Floated 3d Texts and hide Elements outside of the Slider.","If option enabled, Layers are cropped by the Grid Layer Dimensions to avoid Floated 3d Texts and hide Elements outside of the Slider."
"If option is enabled, all slides and Layers are cropped by the Slider sides.","If option is enabled, all slides and Layers are cropped by the Slider sides."
"If set to on, parallax will be disabled on mobile devices to save performance","If set to on, parallax will be disabled on mobile devices to save performance"
"If set, slide will be visible after the date is reached.","If set, slide will be visible after the date is reached."
"If set, slide will be visible till the date is reached.","If set, slide will be visible till the date is reached."
"If this is enabled, the slider will not be loaded on mobile devices.","If this is enabled, the slider will not be loaded on mobile devices."
"If you have purchased Slider Revolution from ThemePunch directly you can find your activation code here:","If you have purchased Slider Revolution from ThemePunch directly you can find your activation code here:"
"If you need .psd files for objects, you can purchase it freom the original<br>author <a target=""_blank"" class=""rspb_darklink"" href=""https://creativemarket.com/Qeaql/126175-Scene-creator-Top-view"">here</a>","If you need .psd files for objects, you can purchase it freom the original<br>author <a target=""_blank"" class=""rspb_darklink"" href=""https://creativemarket.com/Qeaql/126175-Scene-creator-Top-view"">here</a>"
"If you purchased a theme that bundled Slider Revolution","If you purchased a theme that bundled Slider Revolution"
"Ignore Height Changes","Ignore Height Changes"
"Ignore Height Changes Under","Ignore Height Changes Under"
"Ignore Lazy Loading","Ignore Lazy Loading"
"Ignore Preload after ","Ignore Preload after "
"Ignores the Ignore Height Changes feature under a certain amount of pixels.","Ignores the Ignore Height Changes feature under a certain amount of pixels."
Image,Image
"Image &lt;img /&gt;","Image &lt;img /&gt;"
"Image Layer Title ","Image Layer Title "
"Image Library","Image Library"
"Image Performance","Image Performance"
"Image Size","Image Size"
"Image Source Size:","Image Source Size:"
"Image URL","Image URL"
"Image not Found","Image not Found"
Images,Images
"Images (%1)","Images (%1)"
"Images Loaded:","Images Loaded:"
"Implement your Slider","Implement your Slider"
Import,Import
"Import / Export / Replace","Import / Export / Replace"
"Import Layer","Import Layer"
"Import Selected Layer?","Import Selected Layer?"
"Import Slide from local or from ThemePunch online server?","Import Slide from local or from ThemePunch online server?"
"Import Slider","Import Slider"
"Import Slider from local or from ThemePunch server?","Import Slider from local or from ThemePunch server?"
"Import Template Slide","Import Template Slide"
"Import Template Slider","Import Template Slider"
"Import file not found!!!","Import file not found!!!"
"Import only available for Administrators","Import only available for Administrators"
"Importing Status","Importing Status"
"Importing slider...","Importing slider..."
"In Animation Default and Out Animation Wait for Trigger","In Animation Default and Out Animation Wait for Trigger"
"In and Out Animation Default","In and Out Animation Default"
"In order to download from the <a target=""_blank"" href=""https://revolution.themepunch.com/object-library/"">Object Library</a> instantly","In order to download from the <a target=""_blank"" href=""https://revolution.themepunch.com/object-library/"">Object Library</a> instantly"
"In order to download the <a target=""_blank"" href=""http://codecanyon.net/item/slider-revolution-responsive-wordpress-plugin/2751380#item-description__update-history"">latest update</a> instantly","In order to download the <a target=""_blank"" href=""http://codecanyon.net/item/slider-revolution-responsive-wordpress-plugin/2751380#item-description__update-history"">latest update</a> instantly"
"In order to gain instant access to the entire <a target=""_blank"" href=""https://revolution.themepunch.com/examples/"">Template Library</a>","In order to gain instant access to the entire <a target=""_blank"" href=""https://revolution.themepunch.com/examples/"">Template Library</a>"
"In order to register your purchase code on another domain, deregister <br>it first by clicking the button below.","In order to register your purchase code on another domain, deregister <br>it first by clicking the button below."
"In the slider settings you will also find a ""Whiteboard"" tab, on the right. This is where all the default settings and advanced goodies are found!","In the slider settings you will also find a ""Whiteboard"" tab, on the right. This is where all the default settings and advanced goodies are found!"
"Include RevSlider libraries globally:","Include RevSlider libraries globally:"
"Increase/Decrease Fullscreen Height (Optional)","Increase/Decrease Fullscreen Height (Optional)"
"Infinity Carousel Scroll. No Endpoints exists at first and last slide if valuse is set to ON.","Infinity Carousel Scroll. No Endpoints exists at first and last slide if valuse is set to ON."
"Infinity Scroll","Infinity Scroll"
Inherit,Inherit
"Inherit Style from","Inherit Style from"
"Initial Offset","Initial Offset"
"Initial Offset (px)","Initial Offset (px)"
"Initialization Delay","Initialization Delay"
Inline-Block,Inline-Block
"Inner / outer","Inner / outer"
"Inner Slider","Inner Slider"
"Insert Meta","Insert Meta"
"Insert something in it and it will be used instead of https://fonts.googleapis.com/css?family= (For example: http://fonts.useso.com/css?family= which will also work for chinese visitors)","Insert something in it and it will be used instead of https://fonts.googleapis.com/css?family= (For example: http://fonts.useso.com/css?family= which will also work for chinese visitors)"
Instagram,Instagram
"Instagram Stream","Instagram Stream"
"Instagram User Name","Instagram User Name"
"Install & Configure Add-Ons","Install & Configure Add-Ons"
"Install &amp; Configure Add-ons","Install &amp; Configure Add-ons"
"Install Slider","Install Slider"
"Install Slider Pack","Install Slider Pack"
"Install this Add-on","Install this Add-on"
Installed,Installed
"Installed Vers.","Installed Vers."
"Installed Version","Installed Version"
Interaction,Interaction
Interaction:,Interaction:
"Interactivity only works when ""Movement"" is enabled!","Interactivity only works when ""Movement"" is enabled!"
"Internal Classes:","Internal Classes:"
"Invalid ID","Invalid ID"
"Invers Toggle Content","Invers Toggle Content"
"Inverted Angles","Inverted Angles"
"Inverted Scroll","Inverted Scroll"
"Invisible on Frontend:","Invisible on Frontend:"
"Isolated T-storms","Isolated T-storms"
"Isolated Thunderstorms","Isolated Thunderstorms"
"It will keep aspect ratio and ignore max height of Layer Grid by upscaling. Layer Area will be vertical centered.","It will keep aspect ratio and ignore max height of Layer Grid by upscaling. Layer Area will be vertical centered."
"Italic Font","Italic Font"
"Italic Font On/Off","Italic Font On/Off"
JPG,JPG
"JQuery No Conflict Mode","JQuery No Conflict Mode"
"Jittering Distance","Jittering Distance"
"Jittering Repeat","Jittering Repeat"
"Jittering Vertical Offset","Jittering Vertical Offset"
"Jump to Slide","Jump to Slide"
"Keep Aspect Ratio","Keep Aspect Ratio"
"Keep Aspect Ratio (on/off)","Keep Aspect Ratio (on/off)"
"Keep Hidden","Keep Hidden"
"Keep last selected State","Keep last selected State"
"Ken Burns","Ken Burns"
"Ken Burns / Pan Zoom:","Ken Burns / Pan Zoom:"
"Key Direction","Key Direction"
"Keyboard Direction to swap slides (horizontal - left/right arrow, vertical - up/down arrow)?","Keyboard Direction to swap slides (horizontal - left/right arrow, vertical - up/down arrow)?"
"Keyboard Navigation","Keyboard Navigation"
"Kill Slider","Kill Slider"
Large,Large
"Large Controls:","Large Controls:"
"Large Square","Large Square"
"Last Modify Date","Last Modify Date"
"Last Slide","Last Slide"
"Last slide starts","Last slide starts"
Layer,Layer
"Layer Action (enterstage, enteredstage, leavestage,leftstage)","Layer Action (enterstage, enteredstage, leavestage,leftstage)"
"Layer Action may needed to start/stop Video","Layer Action may needed to start/stop Video"
"Layer Actions","Layer Actions"
"Layer Added to Stage","Layer Added to Stage"
"Layer Align Bottom","Layer Align Bottom"
"Layer Align Center","Layer Align Center"
"Layer Align Left","Layer Align Left"
"Layer Align Middle","Layer Align Middle"
"Layer Align Right","Layer Align Right"
"Layer Align Top","Layer Align Top"
"Layer Animation Editor","Layer Animation Editor"
"Layer Events","Layer Events"
"Layer Grid","Layer Grid"
"Layer Grid Size","Layer Grid Size"
"Layer Height (px) Use 'auto' to respect White Space","Layer Height (px) Use 'auto' to respect White Space"
"Layer Height (px). Use 'auto' to respect White Space","Layer Height (px). Use 'auto' to respect White Space"
"Layer Hover","Layer Hover"
"Layer Imported! The Layer has actions which include other Layers. Import all connected layers?","Layer Imported! The Layer has actions which include other Layers. Import all connected layers?"
"Layer Inline CSS","Layer Inline CSS"
"Layer Responsiveness","Layer Responsiveness"
"Layer Settings:","Layer Settings:"
"Layer Toggle Mode","Layer Toggle Mode"
"Layer Type (image,video,html)","Layer Type (image,video,html)"
"Layer Width (px/%). Use 'auto' to respect White Space","Layer Width (px/%). Use 'auto' to respect White Space"
"Layer as jQuery Object","Layer as jQuery Object"
"Layer is Selectable","Layer is Selectable"
"Layer is Selectable / Markable on Frontend","Layer is Selectable / Markable on Frontend"
"Layer is triggered by ","Layer is triggered by "
Layers,Layers
"Layers 3D Group","Layers 3D Group"
"Layers Overflow Hidden","Layers Overflow Hidden"
"Layers Selectable:","Layers Selectable:"
"Layers Speed","Layers Speed"
"Layers align within the full slider instead of the layer grid.","Layers align within the full slider instead of the layer grid."
"Layout & Visual","Layout & Visual"
"Layout like 1/2 + 1/4 + 1/4","Layout like 1/2 + 1/4 + 1/4"
"Lazy Load","Lazy Load"
"Lazy Loading","Lazy Loading"
"Learn"" More","Learn"" More"
"Leave Full Screen on Pause/End:","Leave Full Screen on Pause/End:"
Left,Left
